word_id,korean_word,sample_count
WORD0383,고아원,10
WORD0384,고춧잎,10
WORD0385,불알,10
WORD0386,황금기,10
WORD0387,골절,10
WORD0388,공식발표,10
WORD0389,맞추다,10
WORD0390,공군본부,10
WORD0391,공범,10
WORD0392,동거,10
WORD0393,공증,10
WORD0394,과로,10
WORD0395,실수,10
WORD0396,회상,10
WORD0397,과태료,10
WORD0398,관습,10
WORD0399,직인,10
WORD0400,정밀검사,10
WORD0401,대지,10
WORD0402,광업,10
WORD0403,미치광이,10
WORD0404,강풍,10
WORD0405,환대,10
WORD0406,교가,10
WORD0407,교기,10
WORD0408,지도,10
WORD0409,교명,10
WORD0410,교모,10
WORD0411,지도법,10
WORD0412,학습,10
WORD0413,지도,10
WORD0414,교육과정,10
WORD0415,교육청,10
WORD0416,교사직무,10
WORD0417,사거리,10
WORD0418,교탁,10
WORD0419,구두액,10
WORD0420,수갑,10
WORD0421,조직도,10
WORD0422,국그릇,10
WORD0423,국기,10
WORD0424,독립,10
WORD0425,군가,10
WORD0426,군마,10
WORD0427,다섯번째,10
WORD0428,군비행장,10
WORD0429,독재자,10
WORD0430,귀부인,10
WORD0431,상류층,10
WORD0432,모범,10
WORD0433,그날,10
WORD0434,기초확인,10
WORD0435,금식,10
WORD0436,얼마,10
WORD0437,금연,10
WORD0438,금욕,10
WORD0439,금주,10
WORD0440,불쌍,10
WORD0441,식도염,10
WORD0442,신기,10
WORD0443,신기,10
WORD0444,기혼,10
WORD0445,귀중품,10
WORD0446,길몽,10
WORD0447,길일,10
WORD0448,길운,10
WORD0449,고난이도,10
WORD0450,비좁다,10
WORD0451,유언,10
WORD0452,온실,10
WORD0453,고난이도,10
WORD0454,날쎄다,10
WORD0455,비루,10
WORD0456,쑥쓰럽다,10
WORD0457,남성적,10
WORD0458,내정,10
WORD0459,능숙,10
WORD0460,데모,10
WORD0461,농인,10
WORD0462,다복,10
WORD0463,결합을끊다,10
WORD0464,단명,10
WORD0465,단문,10
WORD0466,능력자,10
WORD0467,곰방대,10
WORD0468,담당,10
WORD0469,답안지,10
WORD0470,책임이사,10
WORD0471,채용자,10
WORD0472,대교,10
WORD0473,대독,10
WORD0474,대필,10
WORD0475,대성공,10
WORD0476,세수대야,10
WORD0477,확정,10
WORD0478,면적,10
WORD0479,회장,10
WORD0480,품격,10
WORD0481,도벽,10
WORD0482,도자기기술,10
WORD0483,자습,10
WORD0484,돌기둥,10
WORD0485,돌다리,10
WORD0486,돌벽,10
WORD0487,동갑,10
WORD0488,동메달,10
WORD0489,주민센터,10
WORD0490,독특,10
WORD0491,무덤덤,10
WORD0492,뒷산,10
WORD0493,등록금,10
WORD0494,담당,10
WORD0495,생각못하다,10
WORD0496,주문서,10
WORD0497,마구간,10
WORD0498,마술사,10
WORD0499,마스크,10
WORD0500,마음에들다,10
WORD0501,막차,10
WORD0502,만취,10
WORD0503,나무기둥,10
WORD0504,의미,10
WORD0505,실언,10
WORD0506,말끼어들기,10
WORD0507,망아지,10
WORD0508,무매력,10
WORD0509,확약,10
WORD0510,고급지다,10
WORD0511,맷돌,10
WORD0512,먹,10
WORD0513,회원,10
WORD0514,사라지다,10
WORD0515,명단,10
WORD0516,명마,10
WORD0517,명예,10
WORD0518,모범생,10
WORD0519,무례,10
WORD0520,무법자,10
WORD0521,무료교육,10
WORD0522,무의미,10
WORD0523,무인상,10
WORD0524,무통,10
WORD0525,무허가,10
WORD0526,여배우,10
WORD0527,문잠그다,10
WORD0528,문제지,10
WORD0529,상세검색,10
WORD0530,묻다,10
WORD0531,물총,10
WORD0532,물통,10
WORD0533,미군,10
WORD0534,미납,10
WORD0535,미신,10
WORD0536,미완성,10
WORD0537,미행,10
WORD0538,미혼,10
WORD0539,밀고,10
WORD0540,밀거래,10
WORD0541,밀거래단,10
WORD0542,밀서,10
WORD0543,밀거래,10
WORD0544,밀작,10
WORD0545,확답,10
WORD0546,반역,10
WORD0547,반장,10
WORD0548,발견,10
WORD0549,발언권,10
WORD0550,방식,10
WORD0551,화실,10
WORD0552,방음,10
WORD0553,방직,10
WORD0554,방직공장,10
WORD0555,정보차단,10
WORD0556,방도,10
WORD0557,위로,10
WORD0558,견습소,10
WORD0559,배은,10
WORD0560,결심,10
WORD0561,백일잔치,10
WORD0562,번거롭다,10
WORD0563,출산증가,10
WORD0564,베다,10
WORD0565,벌칙사항,10
WORD0566,소개,10
WORD0567,별거,10
WORD0568,별미,10
WORD0569,병가,10
WORD0570,병사,10
WORD0571,쓰러지다,10
WORD0572,환자실,10
WORD0573,병아리,10
WORD0574,군책,10
WORD0575,보수교육,10
WORD0576,보이스카우트,10
WORD0577,부동산,10
WORD0578,보건복지부,10
WORD0579,복지카드,10
WORD0580,희미,10
WORD0581,부고,10
WORD0582,무자유,10
WORD0583,분담,10
WORD0584,투쟁,10
WORD0585,여섯번째,10
WORD0586,가쁘다,10
WORD0587,무각오,10
WORD0588,호명,10
WORD0589,비교연구,10
WORD0590,비닐하우스,10
WORD0591,비인간적,10
WORD0592,자비없다,10
WORD0593,예금,10
WORD0594,공석,10
WORD0595,완벽,10
WORD0596,속달,10
WORD0597,삐치다,10
WORD0598,사감,10
WORD0599,형제지간,10
WORD0600,사냥꾼,10
WORD0601,겉모습,10
WORD0602,면제,10
WORD0603,사모님,10
WORD0604,복사본,10
WORD0605,사생활,10
WORD0606,혈통,10
WORD0607,사립,10
WORD0608,친척,10
WORD0609,사용법,10
WORD0610,친가족,10
WORD0611,사인,10
WORD0612,혈액형,10
WORD0613,부채질,10
WORD0614,사진작가,10
WORD0615,과용,10
WORD0616,사립학교,10
WORD0617,사후,10
WORD0618,삭발,10
WORD0619,38선,10
WORD0620,상품,10
WORD0621,새,10
WORD0622,새똥,10
WORD0623,새알,10
WORD0624,새집,10
WORD0625,색맹,10
WORD0626,색연필,10
WORD0627,색종이,10
WORD0628,학생생활기록부,10
WORD0629,혈서,10
WORD0630,후천적,10
WORD0631,벨트,10
WORD0632,맹세,10
WORD0633,서구식,10
WORD0634,서울역,10
WORD0635,헤드라이트,10
WORD0636,편견,10
WORD0637,정벌,10
WORD0638,사납다,10
WORD0639,섬나라,10
WORD0640,직무대행,10
WORD0641,성인,10
WORD0642,연설,10
WORD0643,연설문,10
WORD0644,제사,10
WORD0645,성씨,10
WORD0646,성조기,10
WORD0647,성폭행,10
WORD0648,세뇌,10
WORD0649,센티미터,10
WORD0650,소금물,10
WORD0651,소복,10
WORD0652,소화불량,10
WORD0653,송년회,10
WORD0654,쇄신,10
WORD0655,수영장,10
WORD0656,수재,10
WORD0657,수저통,10
WORD0658,숙련,10
WORD0659,야간경비,10
WORD0660,순금,10
WORD0661,순산,10
WORD0662,술값,10
WORD0663,술집,10
WORD0664,숨차다,10
WORD0665,일곱번째,10
WORD0666,습자,10
WORD0667,승마복,10
WORD0668,승패,10
WORD0669,시댁,10
WORD0670,시달리다,10
WORD0671,시차,10
WORD0672,첫째,10
WORD0673,시험감독,10
WORD0674,선별,10
WORD0675,신식,10
WORD0676,신체적장애,10
WORD0677,신통하다,10
WORD0678,실명,10
WORD0679,실생활,10
WORD0680,여덟번째,10
WORD0681,증거,10
WORD0682,실천,10
WORD0683,공개,10
WORD0684,괴롭다,10
WORD0685,논의,10
WORD0686,쌀값,10
WORD0687,아끼다,10
WORD0688,고집,10
WORD0689,통증,10
WORD0690,악몽,10
WORD0691,악습,10
WORD0692,악영향,10
WORD0693,악용,10
WORD0694,나빠지다,10
WORD0695,안경원,10
WORD0696,안내원,10
WORD0697,안위,10
WORD0698,암살,10
WORD0699,깜깜하다,10
WORD0700,압정,10
WORD0701,애국자,10
WORD0702,안쓰럽다,10
WORD0703,애착,10
WORD0704,애처,10
WORD0705,야구부,10
WORD0706,건달,10
WORD0707,약학,10
WORD0708,얌전하다,10
WORD0709,양계,10
WORD0710,일임,10
WORD0711,경로당,10
WORD0712,양서,10
WORD0713,온순하다,10
WORD0714,형식,10
WORD0715,숙녀복,10
WORD0716,양젖,10
WORD0717,언약,10
WORD0718,알록달록,10
WORD0719,깎다,10
WORD0720,여공,10
WORD0721,여군,10
WORD0722,여대생,10
WORD0723,여성복,10
WORD0724,여성학과,10
WORD0725,여경,10
WORD0726,여탕,10
WORD0727,연애편지,10
WORD0728,연초,10
WORD0729,연패,10
WORD0730,연합,10
WORD0731,연하다,10
WORD0732,영문법,10
WORD0733,독보적,10
WORD0734,일반직,10
WORD0735,예정,10
WORD0736,오리알,10
WORD0737,오산,10
WORD0738,좋다,10
WORD0739,순종,10
WORD0740,황소고집,10
WORD0741,완납,10
WORD0742,완료,10
WORD0743,완패,10
WORD0744,왕족,10
WORD0745,천황,10
WORD0746,의문,10
WORD0747,외상값,10
WORD0748,외손녀,10
WORD0749,외손자,10
WORD0750,요강,10
WORD0751,주요점,10
WORD0752,사용처,10
WORD0753,용사,10
WORD0754,큰소리,10
WORD0755,우물,10
WORD0756,우승,10
WORD0757,우승자,10
WORD0758,아홉번째,10
WORD0759,열번째,10
WORD0760,열두번째,10
WORD0761,위임,10
WORD0762,유대인,10
WORD0763,유전,10
WORD0764,유조선,10
WORD0765,은신처,10
WORD0766,응접실,10
WORD0767,정의,10
WORD0768,지도,10
WORD0769,회의록,10
WORD0770,이의,10
WORD0771,익명,10
WORD0772,익사,10
WORD0773,인력,10
WORD0774,농부,10
WORD0775,인사법,10
WORD0776,인자,10
WORD0777,인증,10
WORD0778,인질,10
WORD0779,일본인,10
WORD0780,열세번째,10
WORD0781,자막,10
WORD0782,자살자,10
WORD0783,자석,10
WORD0784,경과실,10
WORD0785,작명,10
WORD0786,작업복,10
WORD0787,장단점,10
WORD0788,장려하다,10
WORD0789,옷장,10
WORD0790,장애인연금,10
WORD0791,장애아동수당,10
WORD0792,장애유형,10
WORD0793,장애인기능경기대회,10
WORD0794,장애인등에대한특수교육법,10
WORD0795,장애인복지관,10
WORD0796,장점,10
WORD0797,장학,10
WORD0798,재고,10
WORD0799,목재,10
WORD0800,재봉틀,10
WORD0801,복습,10
WORD0802,재청,10
WORD0803,무식,10
WORD0804,저명인사,10
WORD0805,전기기술자,10
WORD0806,전기세,10
WORD0807,전쟁터,10
WORD0808,전화번호,10
WORD0809,절수,10
WORD0810,틀림없다,10
WORD0811,공식,10
WORD0812,정신장애,10
WORD0813,단전,10
WORD0814,월초,10
WORD0815,우유,10
WORD0816,구두,10
WORD0817,조간신문,10
WORD0818,조회,10
WORD0819,졸업장,10
WORD0820,종소리,10
WORD0821,종점,10
WORD0822,주관,10
WORD0823,주방장,10
WORD0824,사고방식,10
WORD0825,알코올중독,10
WORD0826,준우승,10
WORD0827,중매,10
WORD0828,재임,10
WORD0829,쥐덫,10
WORD0830,확인서,10
WORD0831,증원,10
WORD0832,증인,10
WORD0833,지급일,10
WORD0834,총괄자,10
WORD0835,지팡이,10
WORD0836,직책,10
WORD0837,진상,10
WORD0838,진실,10
WORD0839,징검다리,10
WORD0840,가르다,10
WORD0841,백석,10
WORD0842,차멀미,10
WORD0843,복잡하다,10
WORD0844,참가자,10
WORD0845,참관,10
WORD0846,차도,10
WORD0847,쓸쓸하다,10
WORD0848,천리,10
WORD0849,천벌,10
WORD0850,천연색,10
WORD0851,철교,10
WORD0852,철근,10
WORD0853,철면피,10
WORD0854,철모,10
WORD0855,철문,10
WORD0856,철판,10
WORD0857,앞서가다,10
WORD0858,제안,10
WORD0859,청소당번,10
WORD0860,청원,10
WORD0861,청진기,10
WORD0862,체납,10
WORD0863,체취,10
WORD0864,체험,10
WORD0865,체험담,10
WORD0866,초대권,10
WORD0867,초라,10
WORD0868,초면,10
WORD0869,초산,10
WORD0870,초혼,10
WORD0871,촉진,10
WORD0872,촛불,10
WORD0873,총소리,10
WORD0874,총회,10
WORD0875,추남,10
WORD0876,추녀,10
WORD0877,추수,10
WORD0878,출석,10
WORD0879,격노,10
WORD0880,부추기다,10
WORD0881,풍성,10
WORD0882,충성,10
WORD0883,취객,10
WORD0884,치과의사,10
WORD0885,치료제,10
WORD0886,친자,10
WORD0887,카지노,10
WORD0888,칼,10
WORD0889,칼슘,10
WORD0890,코코아,10
WORD0891,콩기름,10
WORD0892,콩밭,10
WORD0893,콩잎,10
WORD0894,군사혁명,10
WORD0895,키다리,10
WORD0896,킬로그램,10
WORD0897,킬로미터,10
WORD0898,탁구공,10
WORD0899,탈영,10
WORD0900,탈환,10
WORD0901,독서광,10
WORD0902,탐욕,10
WORD0903,태극기,10
WORD0904,총괄,10
WORD0905,바래다,10
WORD0906,수감,10
WORD0907,특권,10
WORD0908,특명,10
WORD0909,특선,10
WORD0910,막히다,10
WORD0911,건성건성,10
WORD0912,여분,10
WORD0913,소심,10
WORD0914,뽐내다,10
WORD0915,쇼하다,10
WORD0916,과시,10
WORD0917,정성껏,10
WORD0918,전심전력,10
WORD0919,적격,10
WORD0920,추출,10
WORD0921,드러나다,10
WORD0922,결점,10
WORD0923,결점,10
WORD0924,결점,10
WORD0925,결점,10
WORD0926,흠집,10
WORD0927,불량,10
WORD0928,계기,10
WORD0929,걸핏하면,10
WORD0930,독식,10
WORD0931,물귀신,10
WORD0932,매일매일,10
WORD0933,순식간,10
WORD0934,촉박,10
WORD0935,더디다,10
WORD0936,놓치다,10
WORD0937,허탕,10
WORD0938,혹시,10
WORD0939,밤샘,10
WORD0940,들어맞다,10
WORD0941,복귀,10
WORD0942,학수고대,10
WORD0943,가다,10
WORD0944,가다,10
WORD0945,지름길,10
WORD0946,가다,10
WORD0947,사라지다,10
WORD0948,가깝다,10
WORD0949,멀다,10
WORD0950,오래도록,10
WORD0951,결사,10
WORD0952,진수성찬,10
WORD0953,배고프다,10
WORD0954,입맛에맞지않다,10
WORD0955,과음,10
WORD0956,주정뱅이,10
WORD0957,타이트하다,10
WORD0958,칩거,10
WORD0959,대박,10
WORD0960,저택,10
WORD0961,궁핍하다,10
WORD0962,쓰다,10
WORD0963,옛것,10
WORD0964,수북하다,10
WORD0965,회복,10
WORD0966,녹초,10
WORD0967,진땀나다,10
WORD0968,난감하다,10
WORD0969,마르다,10
WORD0970,불면,10
WORD0971,결벽,10
WORD0972,뙤약볕,10
WORD0973,못견디다,10
WORD0974,안심,10
WORD0975,익숙,10
WORD0976,이심전심,10
WORD0977,유명무실,10
WORD0978,소식,10
WORD0979,겹치다,10
WORD0980,첩첩산중,10
WORD0981,동상이몽,10
WORD0982,일자무식,10
WORD0983,싫증나다,10
WORD0984,일석이조,10
WORD0985,자승자박,10
WORD0986,궁지,10
WORD0987,찰나,10
WORD0988,순식간,10
WORD0989,순식간,10
WORD0990,이미,10
WORD0991,수포,10
WORD0992,기세등등,10
WORD0993,공교롭다,10
WORD0994,보복,10
WORD0995,남몰래,10
WORD0996,근근이,10
WORD0997,근근이,10
WORD0998,얻어먹다,10
WORD0999,황소고집,10
WORD1000,속다,10
WORD1001,한국농아인협회,10
WORD1002,한국농아인협회,10
WORD1003,서울특별시농아인협회,10
WORD1004,서울특별시수어통역센터,10
WORD1005,서울시청,10
WORD1006,강남구지부,10
WORD1007,강남구수어통역센터,10
WORD1008,강동구지부,10
WORD1009,강동구수어통역센터,10
WORD1010,강동구주민지원센터,10
WORD1011,강북구지부,10
WORD1012,강북구수어통역센터,10
WORD1013,강북구주민지원센터,10
WORD1014,강서구지부,10
WORD1015,강서구수어통역센터,10
WORD1016,강서구주민지원센터,10
WORD1017,관악구지부,10
WORD1018,관악구수어통역센터,10
WORD1019,관악구주민지원센터,10
WORD1020,광진구지부,10
WORD1021,광진구수어통역센터,10
WORD1022,광진구주민지원센터,10
WORD1023,구로구지부,10
WORD1024,구로구수어통역센터,10
WORD1025,구로구주민지원센터,10
WORD1026,금천구지부,10
WORD1027,금천구수어통역센터,10
WORD1028,노원구지부,10
WORD1029,노원구수어통역센터,10
WORD1030,노원구주민지원센터,10
WORD1031,도봉구지부,10
WORD1032,도봉구수어통역센터,10
WORD1033,도봉구주민지원센터,10
WORD1034,동대문구지부,10
WORD1035,동대문구수어통역센터,10
WORD1036,동대문구주민지원센터,10
WORD1037,동작구지부,10
WORD1038,동작구수어통역센터,10
WORD1039,동작구주민지원센터,10
WORD1040,마포구지부,10
WORD1041,마포구수어통역센터,10
WORD1042,마포구주민지원센터,10
WORD1043,서대문구지부,10
WORD1044,서대문구수어통역센터,10
WORD1045,서대문구주민지원센터,10
WORD1046,서초구지부,10
WORD1047,서초구수어통역센터,10
WORD1048,서초구주민지원센터,10
WORD1049,성동구지부,10
WORD1050,성동구수어통역센터,10
WORD1051,성동구주민지원센터,10
WORD1052,성북구지부,10
WORD1053,성북구수어통역센터,10
WORD1054,성북구주민지원센터,10
WORD1055,송파구지부,10
WORD1056,송파구수어통역센터,10
WORD1057,송파구주민지원센터,10
WORD1058,양천구지부,10
WORD1059,양천구수어통역센터,10
WORD1060,양천구주민지원센터,10
WORD1061,영등포구지부,10
WORD1062,영등포구수어통역센터,10
WORD1063,영등포구주민지원센터,10
WORD1064,용산구지부,10
WORD1065,용산구수어통역센터,10
WORD1066,용산구주민지원센터,10
WORD1067,은평구지부,10
WORD1068,은평구수어통역센터,10
WORD1069,은평구주민지원센터,10
WORD1070,종로구지부,10
WORD1071,종로구수어통역센터,10
WORD1072,종로구주민지원센터,10
WORD1073,중구지부,10
WORD1074,중구수어통역센터,10
WORD1075,중구주민지원센터,10
WORD1076,중랑구지부,10
WORD1077,중랑구수어통역센터,10
WORD1078,중랑구주민지원센터,10
WORD1079,부산광역시농아인협회,10
WORD1080,금정구지부,10
WORD1081,금정구수어통역센터,10
WORD1082,금정구주민지원센터,10
WORD1083,북구지부,10
WORD1084,북구수어통역센터,10
WORD1085,북구주민지원센터,10
WORD1086,사하구지부,10
WORD1087,사하구수어통역센터,10
WORD1088,사하구주민지원센터,10
WORD1089,서구지부,10
WORD1090,서구수어통역센터,10
WORD1091,서구주민지원센터,10
WORD1092,수영구지부,10
WORD1093,수영구수어통역센터,10
WORD1094,수영구주민지원센터,10
WORD1095,어쩔 수 없다,10
WORD1096,모르다,10
WORD1097,불가능,10
WORD1098,대구광역시농아인협회,10
WORD1099,달서구지부,10
WORD1100,달서구수어통역센터,10
WORD1101,가렵다,10
WORD1102,답답,10
WORD1103,설거지,10
WORD1104,남자,10
WORD1105,마음,10
WORD1106,잊다,10
WORD1107,충분,10
WORD1108,미남,10
WORD1109,한명,10
WORD1110,징그럽다,10
WORD1111,급하다,10
WORD1112,던지다,10
WORD1113,미녀,10
WORD1114,쌍둥이,10
WORD1115,건강,10
WORD1116,어리석다,10
WORD1117,나이,10
WORD1118,달래다,10
WORD1119,집중,10
WORD1120,자랑,10
WORD1121,흰,10
